PassengerId,Survived,Pclass,Sex,fare,SibSp,Parch
873,0,1,male,5,0,0
874,0,3,male,9,0,0
875,1,2,female,24,1,0
876,1,3,female,7.225,0,0
877,0,3,male,9.8458,0,0
878,0,3,male,7.8958,0,0
879,0,3,male,7.8958,0,0
880,1,1,female,83.1583,0,1
881,1,2,female,26,0,1
882,0,3,male,7.8958,0,0
883,0,3,female,10.5167,0,0
884,0,2,male,10.5,0,0
885,0,3,male,7.05,0,0
886,0,3,female,29.125,0,5
887,0,2,male,13,0,0
888,1,1,female,30,0,0
889,0,3,female,23.45,1,2
890,1,1,male,30,0,0
891,0,3,male,7.75,0,0
